sr_no,category,procedure_name,non_nabh_rate,nabh_rate,notes
1030,OBSTETRICS & GYNAECOLOGY,Congenital Pyloric Stenosis- operation,13938.0,16029.0,
1031,OBSTETRICS & GYNAECOLOGY,Duodenal Atresia Operation,14000.0,16100.0,
1032,OBSTETRICS & GYNAECOLOGY,Pancreatic Ring Operation,22425.0,25789.0,
1033,OBSTETRICS & GYNAECOLOGY,Meconium Ileus Operation,14500.0,16675.0,
1034,OBSTETRICS & GYNAECOLOGY,Malrotation of Intestines Operation,13000.0,14950.0,
1035,OBSTETRICS & GYNAECOLOGY,Rectal Biopsy (Megacolon),6050.0,6958.0,
1036,OBSTETRICS & GYNAECOLOGY,Colostomy Transverse,15000.0,17250.0,
1037,OBSTETRICS & GYNAECOLOGY,Colostomy Left Iliac,15000.0,17250.0,
1038,PAEDIATRIC SURGERY,Abdominal Perineal Pull Through (Hirschsprung's Disease),19000.0,21850.0,
1039,PAEDIATRIC SURGERY,Imperforate Anus Low Anomaly -Cut Back Operation,10235.0,11770.0,
1040,PAEDIATRIC SURGERY,Imperforate Anus Low Anomaly - Perineal Anoplasty,12000.0,13800.0,
1041,PAEDIATRIC SURGERY,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,12500.0,14375.0,
1042,PAEDIATRIC SURGERY,Imperforate Anus High Anomaly - Closure of Colostomy,8625.0,9919.0,
1045,PAEDIATRIC SURGERY,Operation of Choledochal Cyst,16000.0,18400.0,
1046,PAEDIATRIC SURGERY,Nephrectomy for -Pyonephrosis,17000.0,19550.0,
1047,PAEDIATRIC SURGERY,Nephrectomy for - Hydronephrosis,15000.0,17250.0,
1050,PAEDIATRIC SURGERY,Sacro-Coccygeal Teratoma Excision,14000.0,16100.0,
1051,PAEDIATRIC SURGERY,Neuroblastoma Debulking,16000.0,18400.0,
1052,PAEDIATRIC SURGERY,Neuroblastoma Total Excision,20700.0,23805.0,
1053,PAEDIATRIC SURGERY,Rhabdomyosarcoma wide Excision,15000.0,17250.0,
1054,PAEDIATRIC SURGERY,Congenital Atresia & Stenosis of Small Intestine,19000.0,21850.0,
1055,PAEDIATRIC SURGERY,Meconium ileus (Select CGHS rate code 1033) See code 1033 See code 1033,,,see code 1033
1056,PAEDIATRIC SURGERY,Malrotation & Volvulus of the Midgut,15000.0,17250.0,
1057,PAEDIATRIC SURGERY,Excision of Meckel’s Deverticulum,12000.0,13800.0,
1058,PAEDIATRIC SURGERY,Other Major Surgery-Paediatric Surgery,27000.0,31050.0,
1059,PAEDIATRIC SURGERY,Other Minor Surgery-Paediatric Surgery,11050.0,12708.0,
1043,PAEDIATRIC SURGERY,Intussusception Operation,1044.0,1044.0,
1048,PAEDIATRIC SURGERY,Nephrectomy for -Wilms Tumour,1049.0,1049.0,
1060,BURNS,Primary Suturing of Wound,,,
1061,BURNS,Injection of Keloids - Ganglion,1099.0,1264.0,
1062,BURNS,Injection of Keloids - Haemangioma,1150.0,1323.0,
1063,BURNS,Free Grafts - Wolfe Grafts,1725.0,1984.0,
1064,BURNS,Free Grafts - Thiersch- Small Area 5%,7475.0,8596.0,
1065,BURNS,Free Grafts - Large Area 10%,2420.0,2783.0,
1066,BURNS,Free Grafts - Very Large Area 20% and above.,10350.0,11903.0,
1067,BURNS,Skin Flaps - Rotation Flaps,8970.0,10316.0,
1068,BURNS,Skin Flaps - Advancement Flaps,12500.0,14375.0,
1070,BURNS,Skin Flaps - Cross Finger,12500.0,14375.0,
1071,BURNS,Skin Flaps - Abdominal,9350.0,10753.0,
1072,BURNS,Skin Flaps - Thoracic,9350.0,10753.0,
1073,BURNS,Skin Flaps - Arm Etc.,11000.0,12650.0,
1074,BURNS,Subcutaneous Pedicle Flaps Raising,6900.0,7935.0,
1075,BURNS,Subcutaneous Pedicle Flaps Delay,5950.0,6843.0,
1076,BURNS,Subcutaneous Pedicle Flaps Transfer,5950.0,6843.0,
1077,BURNS,Cartilage Grafting,8625.0,9919.0,
1078,BURNS,Reduction of Facial Fractures of Nose,1380.0,1587.0,
1079,BURNS,Reduction of Facial Fractures of Maxilla,8000.0,9200.0,
1069,BURNS,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,1080.0,1080.0,
1083,BURNS,Internal Wire Fixation of Mandible & Maxilla,11500.0,13225.0,
1084,BURNS,Cleft Lip - repair.,11500.0,13225.0,
1085,BURNS,Cleft Palate Repair,12650.0,14548.0,
1086,BURNS,Primary Bone Grafting for alveolar cleft in Cleft Lip,11500.0,13225.0,
1087,BURNS,Secondary Surgery for Cleft Lip Deformity,10000.0,11500.0,
1088,BURNS,Secondary Surgery for Cleft Palate,12650.0,14548.0,
1089,BURNS,Reconstruction of Eyelid Defects - Minor,6325.0,7274.0,
1090,BURNS,Reconstruction of Eyelid Defects - Major,8500.0,9775.0,
1091,BURNS,Plastic Surgery of Different Regions of the Ear Minor,8050.0,9258.0,
1092,BURNS,Plastic Surgery of Different Regions of the Ear Major,10350.0,11903.0,
1093,BURNS,Plastic Surgery of the Nose - Minor,8050.0,9258.0,
1094,BURNS,Plastic Surgery of the Nose - Major,9500.0,10925.0,
1096,BURNS,Pendulous Breast - Mammoplasty,13000.0,14950.0,
1097,BURNS,Underdeveloped Breast Mammoplasty,12000.0,13800.0,
1098,BURNS,After Mastectomy (Reconstruction)Mammoplasty,12000.0,13800.0,
1099,BURNS,Syndactyly Repair,12750.0,14663.0,
1100,BURNS,Dermabrasion Face,13225.0,15209.0,
1101,BURNS,upto 30% Burns 1st Dressing,152.0,175.0,
1102,BURNS,upto 30% Burns Subsequent Dressing,124.0,143.0,
1103,BURNS,30% to 50% Burns 1st Dressing,193.0,222.0,
1104,BURNS,30% to 50% Burns Subsequent Dressing,152.0,175.0,
1105,BURNS,Extensive Burn -above 50% Frist Dressing,276.0,317.0,
1106,BURNS,Extensive Burn -above 50% Subsequent dressing,193.0,222.0,
1107,ORTHOPAEDICS,Plaster Work,255.0,293.0,
1108,ORTHOPAEDICS,Fingers (post slab),259.0,298.0,
1095,ORTHOPAEDICS,Plastic Surgery for Facial Paralysis (Support with Reanimation),,,
1109,ORTHOPAEDICS,Fingers full plaster,259.0,298.0,
1110,ORTHOPAEDICS,Colles Fracture - Below elbow,978.0,1125.0,
1111,ORTHOPAEDICS,Colles Fracture - Full plaster,994.0,1143.0,
1112,ORTHOPAEDICS,Colles fracture Ant. Or post. slab,400.0,460.0,
1113,ORTHOPAEDICS,Above elbow full plaster,173.0,199.0,
1114,ORTHOPAEDICS,Above Knee post-slab,288.0,331.0,
1115,ORTHOPAEDICS,Below Knee full plaster,173.0,199.0,
1116,ORTHOPAEDICS,Below Knee post-slab,718.0,826.0,
1117,ORTHOPAEDICS,Tube Plaster (or plaster cylinder),800.0,920.0,
1118,ORTHOPAEDICS,Above knee full plaster,1265.0,1455.0,
1119,ORTHOPAEDICS,Above knee full slab,1158.0,1332.0,
1120,ORTHOPAEDICS,Minerva Jacket,2415.0,2777.0,
1121,ORTHOPAEDICS,Plaster Jacket,2185.0,2513.0,
1122,ORTHOPAEDICS,Shoulder spica,1955.0,2248.0,
1123,ORTHOPAEDICS,Single Hip spica,2243.0,2579.0,
1124,ORTHOPAEDICS,Double Hip spica,2760.0,3174.0,
1125,ORTHOPAEDICS,Strapping of Finger,179.0,206.0,
1126,ORTHOPAEDICS,Strapping of Toes,180.0,207.0,
1127,ORTHOPAEDICS,Strapping of Wrist,230.0,265.0,
1128,ORTHOPAEDICS,Strapping of Elbow,262.0,301.0,
1129,ORTHOPAEDICS,Strapping of Knee,345.0,397.0,
1130,ORTHOPAEDICS,Strapping of Ankle,345.0,397.0,
1131,ORTHOPAEDICS,Strapping of Chest,460.0,529.0,
1132,ORTHOPAEDICS,Strapping of Shoulder,518.0,596.0,
1133,ORTHOPAEDICS,Figure of 8 bandage,518.0,596.0,
1134,ORTHOPAEDICS,Collar and cuff sling,255.0,293.0,
1135,ORTHOPAEDICS,Ball bandage,400.0,460.0,
1137,ORTHOPAEDICS,Application of Functional Cast Brace,1350.0,1553.0,
1138,ORTHOPAEDICS,Application of Skin Traction,690.0,794.0,
1139,ORTHOPAEDICS,Application of Skeletal Tractions,949.0,1091.0,
1140,ORTHOPAEDICS,Bandage & Strappings for Fractures,552.0,635.0,
1141,ORTHOPAEDICS,Aspiration & Intra Articular Injections,575.0,661.0,
1142,ORTHOPAEDICS,Application of POP Spices & Jackets,2473.0,2844.0,
1143,ORTHOPAEDICS,Close Reduction of Fractures of Limb & POP,2600.0,2990.0,
1144,ORTHOPAEDICS,Reduction of Compound Fractures,2760.0,3174.0,
1136,ORTHOPAEDICS,Application of POP Casts for Upper & Lower Limbs,1145.0,1145.0,
1148,ORTHOPAEDICS,Tension Band Wirings,5658.0,6507.0,
1149,ORTHOPAEDICS,Bone Grafting,6601.0,7591.0,
1150,ORTHOPAEDICS,Excision of Bone Tumours,6900.0,7935.0,
1151,ORTHOPAEDICS,Excision or other Operations for Scaphoid Fractures,7188.0,8266.0,
1152,ORTHOPAEDICS,Sequestrectomy & Saucerisation,6900.0,7935.0,
1153,ORTHOPAEDICS,Sequestrectomy & Saucerizations -Arthrotomy,9971.0,11467.0,
1154,ORTHOPAEDICS,Multiple Pinning Fracture Neck Femur,11500.0,13225.0,
1155,ORTHOPAEDICS,Plate Fixations for Fracture Neck Femur,13500.0,15525.0,
1156,ORTHOPAEDICS,AO Compression Procedures for Fracture Neck Femur,16560.0,19044.0,
1157,ORTHOPAEDICS,Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations,19500.0,22425.0,
1158,ORTHOPAEDICS,Close Reduction of Dislocations,,,
1159,ORTHOPAEDICS,Open Reduction of Dislocations,3439.0,3955.0,
1161,ORTHOPAEDICS,Neurolysis/Nerve repair,13800.0,15870.0,
1162,ORTHOPAEDICS,Nerve Repair with Grafting,16675.0,19176.0,
1163,ORTHOPAEDICS,Tendon with Transplant or Graft,10350.0,11903.0,
1164,ORTHOPAEDICS,Tendon Lengthening/Tendon repair,8050.0,9258.0,
1165,ORTHOPAEDICS,Tendon Transfer,3105.0,3571.0,
1166,ORTHOPAEDICS,Laminectomy Excision Disc and Tumours,4830.0,5555.0,
1167,ORTHOPAEDICS,Split Osteotomy and Internal Fixations,24150.0,27773.0,
1169,ORTHOPAEDICS,Antereolateral Decompression and Spine Fusion,19350.0,22253.0,
1170,ORTHOPAEDICS,Corrective Osteotomy & Internal Fixation- short bones,13800.0,15870.0,
1171,ORTHOPAEDICS,Corrective Osteotomy & Internal Fixation- long bones,11040.0,12696.0,
1172,ORTHOPAEDICS,Arthrodesis of - Minor Joints,10350.0,11903.0,
1173,ORTHOPAEDICS,Arthrodesis of - Major Joints,10000.0,11500.0,
1175,ORTHOPAEDICS,Soft Tissue Operations for Polio,6900.0,7935.0,
1176,ORTHOPAEDICS,Hemiarthroplasty- Hip,20000.0,23000.0,
1177,ORTHOPAEDICS,Hemiarthroplasty- Shoulder,20000.0,23000.0,
1178,ORTHOPAEDICS,Operations for Brachial Plexus & Cervical Rib,24150.0,27773.0,
1179,ORTHOPAEDICS,Amputations - Below Knee,6900.0,7935.0,
1180,ORTHOPAEDICS,Amputations - Below Elbow,6843.0,7869.0,
1181,ORTHOPAEDICS,Amputations - Above Knee,8050.0,9258.0,
1182,ORTHOPAEDICS,Amputations - Above Elbow,6843.0,7869.0,
1183,ORTHOPAEDICS,Amputations - Forequarter,13225.0,15209.0,
1184,ORTHOPAEDICS,Amputations -Hind Quarter and Hemipelvectomy,18400.0,21160.0,
1185,ORTHOPAEDICS,Disarticulations - Major joint,20700.0,23805.0,
1186,ORTHOPAEDICS,Disarticulations - Minor joint,12650.0,14548.0,
1187,ORTHOPAEDICS,Arthrography,9200.0,10580.0,
1188,ORTHOPAEDICS,Arthroscopy - Diagnostic,8568.0,9853.0,
1189,ORTHOPAEDICS,Arthroscopy-therapeutic: without implant,10000.0,11500.0,
1190,ORTHOPAEDICS,Arthroscopy-therapeutic: with implant,17250.0,19838.0,
1191,ORTHOPAEDICS,Soft Tissue Operation on Joints -Small,6900.0,7935.0,
1192,ORTHOPAEDICS,Soft Tissue Operation on Joints -Large,13500.0,15525.0,
1194,ORTHOPAEDICS,Removal of Wires & Screw,1760.0,2024.0,
1195,ORTHOPAEDICS,Removal of Plates,4140.0,4761.0,
1196,ORTHOPAEDICS,Total Hip Replacement (THR),79000.0,90850.0,
1197,ORTHOPAEDICS,Total Ankle Joint Replacement (TAR),95400.0,109710.0,
1198,ORTHOPAEDICS,Total Knee Joint Replacement (TKR),110000.0,126500.0,
1199,ORTHOPAEDICS,Total Shoulder Joint Replacement,79000.0,90850.0,
1200,ORTHOPAEDICS,Total Elbow Joint Replacement,79000.0,90850.0,
1201,ORTHOPAEDICS,Total Wrist Joint Replacement,100000.0,115000.0,
1202,ORTHOPAEDICS,Total finger joint replacement,20000.0,23000.0,
1203,ORTHOPAEDICS,Tubular external fixator,4600.0,5290.0,
1204,ORTHOPAEDICS,Ilizarov's external fixator,7763.0,8927.0,
1205,ORTHOPAEDICS,Pelvi-acetabular fracture -Internal fixation,8625.0,9919.0,
1206,ORTHOPAEDICS,Meniscectomy,12000.0,13800.0,
1207,ORTHOPAEDICS,Meniscus Repair,10000.0,11500.0,
1208,ORTHOPAEDICS,Anterior Cruciate Ligament (ACL) Reconstruction,8500.0,9775.0,
1193,ORTHOPAEDICS,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,,,
1209,ORTHOPAEDICS,Posterior Cruciate Ligament (PCL) Reconstruction,13500.0,15525.0,
1210,ORTHOPAEDICS,Knee Collateral Ligament Reconstruction,12500.0,14375.0,
1211,ORTHOPAEDICS,Bankart Repair Shoulder,13200.0,15180.0,
1212,ORTHOPAEDICS,Rotator cuff repair / RC repair,1500.0,1725.0,
1213,ORTHOPAEDICS,Biceps tenodesis,14000.0,16100.0,
1214,ORTHOPAEDICS,Distal biceps tendon repair,10380.0,11937.0,
1215,ORTHOPAEDICS,Arthrolysis of knee,12500.0,14375.0,
1216,ORTHOPAEDICS,Capsulotomy of Shoulder,15800.0,18170.0,
1217,ORTHOPAEDICS,Conservative Plaster of Paris (POP),1200.0,1380.0,
1218,ORTHOPAEDICS,Application for CTEV per sitting,1200.0,1380.0,per sitting
1219,ORTHOPAEDICS,Total Hip Replacement (THR) Revision Stage-I,17000.0,19550.0,
1220,ORTHOPAEDICS,Total Hip Replacement (THR) Revision Stage-II,50000.0,57500.0,
1221,ORTHOPAEDICS,Total Knee Replacement (TKR) Revision Stage-I,35000.0,40250.0,
1222,ORTHOPAEDICS,Total Knee Replacement (TKR) Revision,35000.0,40250.0,
1223,ORTHOPAEDICS,deformity correction,12500.0,14375.0,
1224,ORTHOPAEDICS,Discectomy/ Micro Discectomy,12500.0,14375.0,
1225,ORTHOPAEDICS,Laminectomy,4646.0,5343.0,
1226,ORTHOPAEDICS,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,16000.0,18400.0,
1227,ORTHOPAEDICS,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,22000.0,25300.0,
1228,ORTHOPAEDICS,Spinal Fusion Surgery Cervical/ Lumbar Spine More than 2 Level,12000.0,13800.0,
1229,ORTHOPAEDICS,Scoliosis Surgery/ Deformity Correction of Spine,25000.0,28750.0,
1230,ORTHOPAEDICS,Vertebroplasty,12000.0,13800.0,
1231,ORTHOPAEDICS,Spinal Injections,450.0,518.0,
1232,ORTHOPAEDICS,Dynamic Hip Screw (DHS) for Fracture Neck Femur,1233.0,1233.0,
1234,ORTHOPAEDICS,Spinal Osteotomy,1434.0,1649.0,
1235,ORTHOPAEDICS,Illizarov’s / External Fixation for Trauma,13000.0,14950.0,
1236,ORTHOPAEDICS,Soft Tissue Operations for Polio/ Cerebral Palsy,10557.0,12141.0,
1237,ORTHOPAEDICS,Mini Fixator for Hand/Foot,9000.0,10350.0,
1238,ORTHOPAEDICS,Other Major Surgery-Orthopedics,38250.0,43988.0,
1239,ORTHOPAEDICS,Other Minor Surgery-Orthopedics,11883.0,13665.0,
1240,ORTHOPAEDICS,Ultrasonic therapy,78.0,90.0,
1241,ORTHOPAEDICS,Shortwave Diathermy (SWD),78.0,90.0,
1242,ORTHOPAEDICS,Electrical stimulation (therapeutic),78.0,90.0,
1243,ORTHOPAEDICS,Muscle testing and diagnostic,71.0,82.0,
1244,ORTHOPAEDICS,Infrared,78.0,90.0,
1245,ORTHOPAEDICS,Ultraviolet Therapeutic (UV Therapeutic) dose,58.0,67.0,
1246,ORTHOPAEDICS,Intermittent Lumbar Traction,78.0,90.0,
1247,ORTHOPAEDICS,Intermittent Cervical traction,75.0,86.0,
1248,ORTHOPAEDICS,Wax bath,75.0,86.0,
1249,ORTHOPAEDICS,Hot pack,78.0,90.0,
1250,ORTHOPAEDICS,Breathing Exercises & Postural Drainage,50.0,58.0,
1251,ORTHOPAEDICS,Cerebral Palsy – exercise,50.0,58.0,
1252,ORTHOPAEDICS,Post – polio exercise,50.0,58.0,
1253,ORTHOPAEDICS,Cobalt 60 therapy,63750.0,73313.0,
1254,ORTHOPAEDICS,Cobalt 60 therapy- Radical therapy,68425.0,78689.0,
1255,ORTHOPAEDICS,Cobalt 60 therapy- Palliative therapy,24438.0,28104.0,
1256,CHEMOTHERAPY,Linear accelerator,29750.0,34213.0,
1257,CHEMOTHERAPY,Linear accelerator- Radical therapy,58650.0,67448.0,
1258,CHEMOTHERAPY,Linear accelerator- Palliative therapy,34213.0,39345.0,
1263,RADIOTHERAPY,SRS(Stereotactic radio surgery),80546.0,92628.0,
1266,RADIOTHERAPY,Electron beam with Linear accelerator,67473.0,77594.0,
1267,RADIOTHERAPY,Tomotherapy,79400.0,91310.0,
1268,RADIOTHERAPY,Intracavitary (Brachytherapy),11730.0,13490.0,
1269,RADIOTHERAPY,Interstitial (Brachytherapy),58650.0,67448.0,
1270,RADIOTHERAPY,Intraluminal (Brachytherapy),9775.0,11241.0,
1271,RADIOTHERAPY,Surface mould (Brachytherapy),4644.0,5341.0,
1272,RADIOTHERAPY,Gliadel Wafer (Brachytherapy),93900.0,107985.0,
1275,CHEMOTHERAPY,Concurrent-chemoradiation,920.0,1058.0,
1278,CHEMOTHERAPY,Targeted therapy,920.0,1058.0,
1265,CHEMOTHERAPY,Respiratory Gating-alongwith Linear accelerator planning,,,
1279,NUCLEAR MEDICINE,Chemoport facility,920.0,1058.0,
1281,NUCLEAR MEDICINE,Upper GI Endoscopy + Lower GI Endoscopy,1725.0,1984.0,
1282,NUCLEAR MEDICINE,Diagnostic endoscopy,250.0,288.0,
1283,NUCLEAR MEDICINE,Endoscopic biopsy,345.0,397.0,
1284,NUCLEAR MEDICINE,Endoscopic mucosal resection,1543.0,1774.0,
1285,NUCLEAR MEDICINE,Oesophageal stricture dilatation,1725.0,1984.0,
1286,NUCLEAR MEDICINE,Balloon dilatation of achalasia cardia,2875.0,3306.0,
1287,NUCLEAR MEDICINE,Foreign body removal,1725.0,1984.0,
1288,NUCLEAR MEDICINE,Oesophageal stenting,3000.0,3450.0,
1289,NUCLEAR MEDICINE,Band ligation of oesophageal varices,2500.0,2875.0,
1290,NUCLEAR MEDICINE,Sclerotherapy of oesophageal varices,2500.0,2875.0,
1291,NUCLEAR MEDICINE,Glue injection of varices,2500.0,2875.0,
1292,NUCLEAR MEDICINE,Argon plasma coagulation,4025.0,4629.0,
1293,NUCLEAR MEDICINE,Pyloric balloon dilatation,2415.0,2777.0,
1294,NUCLEAR MEDICINE,Enteranal stenting,3680.0,4232.0,
1295,NUCLEAR MEDICINE,Duodenal stricture dilation,990.0,1139.0,
1296,NUCLEAR MEDICINE,Single balloon enteroscopy,4000.0,4600.0,
1297,NUCLEAR MEDICINE,Double balloon enteroscopy,3500.0,4025.0,
1298,NUCLEAR MEDICINE,Capsule endoscopy,4950.0,5693.0,
1299,NUCLEAR MEDICINE,Piles banding,1099.0,1264.0,
1300,NUCLEAR MEDICINE,Colonic stricture dilatation,2737.0,3148.0,
1301,NUCLEAR MEDICINE,Hot biopsy forceps procedures,3000.0,3450.0,
1302,NUCLEAR MEDICINE,Colonic stenting,2737.0,3148.0,
1303,NUCLEAR MEDICINE,Junction biopsy,2000.0,2300.0,
1304,NUCLEAR MEDICINE,Conjugal microscopy,4000.0,4600.0,
1305,NUCLEAR MEDICINE,Endoscopic sphincterotomy,2415.0,2777.0,
1306,NUCLEAR MEDICINE,Common Bile Duct (CBD) stone extraction,2415.0,2777.0,
1307,NUCLEAR MEDICINE,Common Bile Duct (CBD) stricture dilatation,6500.0,7475.0,
1308,NUCLEAR MEDICINE,Biliary stenting (plastic and metallic),4830.0,5555.0,
1309,NUCLEAR MEDICINE,Mechanical lithotripsy of CBD stones,8000.0,9200.0,
1310,NUCLEAR MEDICINE,Pancreatic sphincterotomy,6375.0,7331.0,
1311,NUCLEAR MEDICINE,Pancreatic stricture dilatation,5750.0,6613.0,
1312,NUCLEAR MEDICINE,Pancreatic stone extraction,10098.0,11613.0,
1313,NUCLEAR MEDICINE,Mechanical lithotripsy of pancreatic stones,11385.0,13093.0,
1314,NUCLEAR MEDICINE,Endoscopic cysto gastrostomy,8050.0,9258.0,
1315,NUCLEAR MEDICINE,Balloon dilatation of papilla,6900.0,7935.0,
1316,NUCLEAR MEDICINE,Ultrasound guided FNAC,575.0,661.0,
1317,NUCLEAR MEDICINE,Ultrasound guided abscess Drainage,720.0,828.0,
1319,NUCLEAR MEDICINE,Diagnostic angiography,2000.0,2300.0,
1320,NUCLEAR MEDICINE,Vascular embolization,15100.0,17365.0,
1318,NUCLEAR MEDICINE,Percutaneous Transhepatic Biliary Drainage (PTBD),1321.0,1321.0,
1325,NUCLEAR MEDICINE,Portal haemodymic studies,1913.0,2200.0,
1326,NUCLEAR MEDICINE,Manometry and PH metry,1612.0,1854.0,
1323,NUCLEAR MEDICINE,Muscular stenting,1324.0,1324.0,
1327,NUCLEAR MEDICINE,Oesophageal PH metry,5000.0,5750.0,
1328,NUCLEAR MEDICINE,Oesophageal manometry,5000.0,5750.0,
1329,NUCLEAR MEDICINE,Small bowel manometry,6800.0,7820.0,
1330,NUCLEAR MEDICINE,Anorectal manometry,6800.0,7820.0,
1331,NUCLEAR MEDICINE,Colonic manometry,7650.0,8798.0,
1332,NUCLEAR MEDICINE,Biliary manometry,7650.0,8798.0,
1333,NUCLEAR MEDICINE,Sengstaken blackenesse tube tempode,2875.0,3306.0,
1334,NUCLEAR MEDICINE,Lintas machles tube tempode,2875.0,3306.0,
1339,NUCLEAR MEDICINE,Dental IOPA X-ray,50.0,58.0,
1340,NUCLEAR MEDICINE,Occlusal X-ray,78.0,90.0,
1335,NUCLEAR MEDICINE,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,,,
1336,NUCLEAR MEDICINE,Breath tests,1337.0,1337.0,
1338,NUCLEAR MEDICINE,Liver biopsy NAME OF INVESTIGATION / DENTAL,,,
1341,NUCLEAR MEDICINE,OPG X-ray,196.0,225.0,
1342,NUCLEAR MEDICINE,Lung Ventilation & Perfusion Scan (V/Q Scan),3600.0,4140.0,
1343,NUCLEAR MEDICINE,Lung Perfusion Scan,2000.0,2300.0,
1344,NUCLEAR MEDICINE,Whole Body Bone Scan with SPECT.,3421.0,3934.0,
1345,NUCLEAR MEDICINE,Three phase whole body Bone Scan,3421.0,3934.0,
1347,PULMONARY INVESTIGATIONS,Radionuclide Cisternography for CSF leak,3740.0,4301.0,
1348,PULMONARY INVESTIGATIONS,Gastro esophageal Reflux Study (GER Study),1955.0,2248.0,
1349,PULMONARY INVESTIGATIONS,Technetium 99m labeled RBCs.,3421.0,3934.0,
1350,PULMONARY INVESTIGATIONS,Hepatobiliary Scintigraphy.,2444.0,2811.0,
1351,PULMONARY INVESTIGATIONS,Meckel's Scan,1955.0,2248.0,
1355,PULMONARY INVESTIGATIONS,Dynamic Renography.,3421.0,3934.0,
1356,PULMONARY INVESTIGATIONS,Dynamic Renography with Diuretic.,3421.0,3934.0,
1357,PULMONARY INVESTIGATIONS,Dynamic Renography with Captopril,1960.0,2254.0,
1358,PULMONARY INVESTIGATIONS,Testicular Scan,1445.0,1700.0,
1359,PULMONARY INVESTIGATIONS,Thyroid Uptake measurements with 131-Iodine.,1564.0,1799.0,
1360,PULMONARY INVESTIGATIONS,Thyroid Scan with Technetium 99m Pertechnetate.,1615.0,1900.0,
1361,PULMONARY INVESTIGATIONS,Iodine-131 Whole Body Scan,2933.0,3373.0,
1362,PULMONARY INVESTIGATIONS,Whole Body Scan with MIBG,17595.0,20234.0,
1363,PULMONARY INVESTIGATIONS,Parathyroid Scan,800.0,920.0,
1364,PULMONARY INVESTIGATIONS,131-Iodine Therapy,1530.0,1760.0,
1365,PULMONARY INVESTIGATIONS,131-Iodine Therapy <15mCi,3854.0,4432.0,
1366,PULMONARY INVESTIGATIONS,131-Iodine Therapy 15-50mCi,4956.0,5699.0,
1367,PULMONARY INVESTIGATIONS,131-Iodine Therapy 51-100mCi,12000.0,13800.0,
1352,PULMONARY INVESTIGATIONS,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,,,
1353,PULMONARY INVESTIGATIONS,Gastric emptying Sr. NAME OF INVESTIGATION / No. GENITOURINARY,1354.0,1354.0,
1368,PULMONARY INVESTIGATIONS,131-Iodine Therapy >100mCi,15000.0,17250.0,
1369,PULMONARY INVESTIGATIONS,Phosphorus-32 therapy for metastatic bone pain palliation,5000.0,5750.0,
1370,PULMONARY INVESTIGATIONS,Samarium-153 therapy for metastatic bone pain palliation,10450.0,12018.0,
1372,CARDIOLOGY INVESTIGATIONS,Stress thallium / Myocardial Perfusion Scintigraphy,9450.0,10868.0,
1373,CARDIOLOGY INVESTIGATIONS,Rest thallium / Myocardial Perfusion Scintigraphy,8000.0,9200.0,
1374,CARDIOLOGY INVESTIGATIONS,Venography,3300.0,3795.0,
1375,CARDIOLOGY INVESTIGATIONS,Treadmill Test (TMT),950.0,1120.0,
1376,CARDIOLOGY INVESTIGATIONS,Transoesophageal Echocardiography (TEE),489.0,562.0,
1377,CARDIOLOGY INVESTIGATIONS,Lymph angiography,1613.0,1855.0,
1378,CARDIOLOGY INVESTIGATIONS,Scintimammography.,4800.0,5520.0,
1379,CARDIOLOGY INVESTIGATIONS,Indium labelled octreotide Scan,73313.0,84310.0,
1380,CARDIOLOGY INVESTIGATIONS,FDG Whole body PET / CT Scan,10000.0,11500.0,
1381,CARDIOLOGY INVESTIGATIONS,Brain I Heart FDG PET / CT Scan,10000.0,11500.0,
1384,CARDIOLOGY INVESTIGATIONS,Urine Microalbumin,70.0,81.0,
1385,CARDIOLOGY INVESTIGATIONS,Stool routine,35.0,40.0,
1386,CARDIOLOGY INVESTIGATIONS,Stool occult blood,24.0,28.0,
1387,CARDIOLOGY INVESTIGATIONS,Post coital smear examination,30.0,35.0,
1371,CARDIOLOGY INVESTIGATIONS,Radiosynovectomy with Yttrium Sr. NAME OF INVESTIGATION / TUMOUR No. IMAGING,,,
1382,PET SCAN,"Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumor Sr. LABORATORY MEDICINE / CLINICAL No. PATHOLOGY Urine routine- pH, Specific gravity, sugar, protein",,,
1383,PET SCAN,and microscopy,,,
1388,PET SCAN,Semen analysis,35.0,40.0,
1389,PET SCAN,Haemoglobin (Hb),18.0,21.0,
1390,PET SCAN,Total Leucocytic Count (TLC),15.0,17.0,
1391,PET SCAN,Differential Leucocytic Count (DLC),15.0,17.0,
1392,PET SCAN,Erythrocyte Sedimentation Rate (ESR),20.0,23.0,
1395,PET SCAN,Platelet count,30.0,35.0,
1396,PET SCAN,Reticulocyte count,45.0,52.0,
1397,PET SCAN,Absolute Eosinophil count (AEC),25.0,29.0,
1398,PET SCAN,Packed Cell Volume (PCV),13.0,15.0,
